U,T,docc_metal,nd_metal,F_metal,Z_metal,Zp_metal,eta_metal,W_metal,eps_metal,V_metal,conv_metal,metal_valid,docc_insulator,nd_insulator,F_insulator,Z_insulator,Zp_insulator,eta_insulator,W_insulator,eps_insulator,V_insulator,conv_insulator,ins_valid,deltaF,stable_phase,coexistence
3.2551724137931037,0.02,0.24218835872117786,1.000000000000001,-1.7363698283305087,0.006887572941768916,0.4999999999999993,0.0,0.7544769408492749,0.0,0.24120863422764321,True,True,0.24215322622028265,0.9999999999999944,-1.73632339132944,0.006997394025246789,0.500000000000003,0.0,0.7484915462750281,0.0,0.24108724303565243,True,True,-4.643700106865545e-05,metal,True
3.3034482758620687,0.02,0.24170684584313917,1.0000000000000009,-1.7588834134981095,0.006887572941768916,0.4999999999999996,0.0,0.7544769408492749,0.0,0.24120863422764321,True,True,0.24166526334861668,1.0000000000000022,-1.7588327875515624,0.007011476484620039,0.49999999999999883,0.0,0.7477341949864702,0.0,0.2410717371324255,True,True,-5.062594654714481e-05,metal,True
3.3517241379310345,0.02,0.2412080876753651,1.0000000000000004,-1.781437398443499,0.006887572941768916,0.4999999999999998,0.0,0.7544769408492749,0.0,0.24120863422764321,True,True,0.2411595800688685,0.9999999999999942,-1.7813829599859825,0.00702554639613817,0.5000000000000032,0.0,0.7469797946198584,0.0,0.24105625156147492,True,True,-5.443845751651466e-05,metal,True
3.4,0.02,0.2406921482466085,1.0000000000000009,-1.8040305486156853,0.006887572941768916,0.4999999999999996,0.0,0.7544769408492749,0.0,0.24120863422764321,True,True,0.24063622349121974,1.0000000000000027,-1.803972656014279,0.007039628424798985,0.4999999999999985,0.0,0.7462269996810017,0.0,0.24104075721017973,True,True,-5.789260140631747e-05,metal,True
2.0,0.02947368421052632,0.24173892343709022,1.0,-1.158575000775125,0.014995365419781442,0.4999999999999999,0.0,0.7504554275123025,0.0,0.241128633513863,True,True,0.241713487170753,1.000000000000001,-1.1585062611967847,0.015175728855026657,0.4999999999999996,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-6.873957834030442e-05,metal,True
2.0482758620689654,0.02947368421052632,0.24107254640095013,0.9999999999999998,-1.1794672896701048,0.015002625513354254,0.5000000000000001,0.0,0.7502710643599181,0.0,0.24112489094297848,True,True,0.24104648646198268,1.000000000000001,-1.1794030901670527,0.015175728855026657,0.4999999999999996,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-6.41995030521425e-05,metal,True
2.0965517241379312,0.02947368421052632,0.24037193989705566,1.0000000000000024,-1.2004587703808156,0.015017814546359438,0.4999999999999991,0.0,0.7498857799837395,0.0,0.24111693105961773,True,True,0.2403466583947451,1.0000000000000024,-1.2004018975421846,0.015175728855026657,0.4999999999999991,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-5.687283863098358e-05,metal,True
2.1448275862068966,0.02947368421052632,0.23964090705748808,1.0000000000000004,-1.2215544289160671,0.015017814546359438,0.4999999999999998,0.0,0.7498857799837395,0.0,0.24111693105961773,True,True,0.2396140534948413,1.0000000000000004,-1.2214991477752084,0.015175728855026657,0.4999999999999998,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-5.52811408587317e-05,metal,True
2.193103448275862,0.02947368421052632,0.23886832618164835,0.9999999999999996,-1.242728187054095,0.015067656411097903,0.5000000000000001,0.0,0.7486255438957075,0.0,0.24109123956506065,True,True,0.23884882776036342,1.0000000000000002,-1.242691432025834,0.015175728855026657,0.4999999999999999,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-3.6755028260948563e-05,metal,True
2.2413793103448274,0.02947368421052632,0.2380657926058195,1.0000000000000004,-1.264000632861608,0.015099742867962068,0.4999999999999998,0.0,0.7478175416958464,0.0,0.2410748016801429,True,True,0.23805124069125072,1.0000000000000007,-1.2639754641348881,0.015175728855026657,0.4999999999999998,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-2.5168726719870804e-05,metal,True
2.2896551724137932,0.02947368421052632,0.237237005186991,1.0000000000000007,-1.2853724963390367,0.015099742867962068,0.4999999999999998,0.0,0.7478175416958464,0.0,0.2410748016801429,True,True,0.23722165257248803,1.000000000000001,-1.2853480765686063,0.015175728855026657,0.49999999999999944,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-2.4419770430439414e-05,metal,True
2.3379310344827586,0.02947368421052632,0.23637668396949046,1.0000000000000036,-1.3068298944940002,0.015099742867962068,0.4999999999999985,0.0,0.7478175416958464,0.0,0.2410748016801429,True,True,0.23636052107027053,1.0000000000000004,-1.3068062163671017,0.015175728855026657,0.4999999999999998,0.0,0.7459142279737117,0.0,0.24103538948965497,True,True,-2.367812689851867e-05,metal,True
2.386206896551724,0.02947368421052632,0.23548537793712282,1.0000000000000047,-1.3283698851382237,0.015099742867962068,0.49999999999999817,0.0,0.7478175416958464,0.0,0.2410748016801429,True,True,0.23545911147996093,1.0000000000000004,-1.3283344297624997,0.01521757763002987,0.4999999999999998,0.0,0.7448720524344125,0.0,0.24101385435661338,True,True,-3.545537572402502e-05,metal,True
2.43448275862069,0.02947368421052632,0.23452620828935106,0.9999999999999996,-1.349942911887971,0.015260892806178187,0.5000000000000001,0.0,0.7437978511268515,0.0,0.24099179846151308,True,True,0.23448394237783624,1.0000000000000002,-1.3498907122237391,0.015442259576531617,0.4999999999999999,0.0,0.739348966210432,0.0,0.24089849576358457,True,True,-5.219966423197775e-05,metal,True
2.4827586206896552,0.02947368421052632,0.23356229766996725,0.9999999999999959,-1.371628719729736,0.015305589941025894,0.5000000000000017,0.0,0.7426941381473435,0.0,0.2409688034067307,True,True,0.23352896217869631,1.000000000000001,-1.3715906985249577,0.015442259576531617,0.49999999999999944,0.0,0.739348966210432,0.0,0.24089849576358457,True,True,-3.802120477836013e-05,metal,True
2.5310344827586206,0.02947368421052632,0.2325685930736695,1.0000000000000007,-1.3933897588974853,0.015350453218377807,0.4999999999999996,0.0,0.7415911530950907,0.0,0.24094582502599576,True,True,0.23254515018814167,1.0000000000000004,-1.3933650385607892,0.015442259576531617,0.4999999999999998,0.0,0.739348966210432,0.0,0.24089849576358457,True,True,-2.4720336696093526e-05,metal,True
2.5793103448275865,0.02947368421052632,0.23155782553893398,1.0000000000000009,-1.4152350695581426,0.015350453218377807,0.4999999999999996,0.0,0.7415911530950907,0.0,0.24094582502599576,True,True,0.23153338765909237,1.0000000000000004,-1.4152111928098081,0.015442259576531617,0.4999999999999998,0.0,0.739348966210432,0.0,0.24089849576358457,True,True,-2.387674833448372e-05,metal,True
2.627586206896552,0.02947368421052632,0.23052005160896114,1.000000000000006,-1.4371497566687743,0.015350453218377807,0.4999999999999974,0.0,0.7415911530950907,0.0,0.24094582502599576,True,True,0.23049462208205646,1.0000000000000064,-1.4371267134267112,0.015442259576531617,0.49999999999999706,0.0,0.739348966210432,0.0,0.24089849576358457,True,True,-2.3043242063147673e-05,metal,True
